timestamp,temp_c,humidity,solar_irradiance,actual_demand_mw
2023-01-03 14:00:00,10.0,88,0.0,4597.966258541411
2023-01-03 15:00:00,9.6,88,0.0,4522.32091836002
2023-01-03 16:00:00,8.9,90,0.0,4776.298571418098
2023-01-03 17:00:00,8.2,93,0.0,4788.8333983336315
2023-01-03 18:00:00,7.6,95,0.0,4477.923806266633
2023-01-03 19:00:00,7.3,96,0.0,4488.768236668031
2023-01-03 20:00:00,7.3,96,0.0,4199.538941823389
2023-01-03 21:00:00,7.1,97,0.0,3921.0472668444504
2023-01-03 22:00:00,6.8,97,0.0,4002.9277292662655
2023-01-03 23:00:00,6.6,98,0.0,4138.672130720852
2023-01-04 00:00:00,5.4,99,0.0,4118.039253840824
2023-01-04 01:00:00,5.7,99,0.0,4323.48639934864
2023-01-04 02:00:00,5.9,99,0.0,3734.933182839087
2023-01-04 03:00:00,7.1,96,108.2,4141.100605691502
2023-01-04 04:00:00,9.1,90,179.1,3833.076242362851
2023-01-04 05:00:00,11.3,83,389.6,3622.7504998677537
2023-01-04 06:00:00,13.2,76,661.7,3650.3899289353762
2023-01-04 07:00:00,14.8,70,704.3,3415.223565622452
2023-01-04 08:00:00,15.8,65,715.1,3867.049216824373
2023-01-04 09:00:00,16.4,63,680.1,4119.252310676
2023-01-04 10:00:00,16.5,62,599.3,4414.5044297387785
2023-01-04 11:00:00,15.9,65,443.1,4195.000128290208
2023-01-04 12:00:00,11.1,87,198.7,4582.038476067909
2023-01-04 13:00:00,10.0,90,0.0,4768.573286108338
2023-01-04 14:00:00,9.5,91,0.0,4982.748592126309
2023-01-04 15:00:00,8.5,93,0.0,4939.572685543241
2023-01-04 16:00:00,7.6,95,0.0,4809.261293938627
2023-01-04 17:00:00,6.7,97,0.0,4945.121168273147
2023-01-04 18:00:00,7.1,97,0.0,4598.062287386662
2023-01-04 19:00:00,6.4,98,0.0,4658.4922593132205
2023-01-04 20:00:00,5.8,99,0.0,4335.770562641456
2023-01-04 21:00:00,6.0,99,0.0,4185.60658311267
2023-01-04 22:00:00,5.9,99,0.0,4069.0787254827255
2023-01-04 23:00:00,5.7,100,0.0,3869.2626087567214
2023-01-05 00:00:00,5.4,99,0.0,4167.831201267003
2023-01-05 01:00:00,5.7,98,0.0,4127.948141803523
2023-01-05 02:00:00,5.8,99,0.0,4149.025222191877
2023-01-05 03:00:00,6.5,98,21.7,4099.559009376378
2023-01-05 04:00:00,7.8,97,44.0,3839.21181264072
2023-01-05 05:00:00,9.1,95,49.5,3949.867147630305
2023-01-05 06:00:00,11.4,83,105.7,3809.150503221412
2023-01-05 07:00:00,13.3,76,593.0,3712.8324196962835
2023-01-05 08:00:00,14.6,68,664.4,3892.4426194858224
2023-01-05 09:00:00,15.4,64,650.7,4126.293053471419
2023-01-05 10:00:00,15.4,64,607.2,4475.748208209131
2023-01-05 11:00:00,14.9,67,456.2,4301.315975979351
2023-01-05 12:00:00,10.8,84,204.5,4786.036964880833
2023-01-05 13:00:00,9.8,86,0.0,4864.90517781586
2023-01-05 14:00:00,8.7,90,0.0,4694.279045935842
2023-01-05 15:00:00,8.7,92,0.0,4850.982748835002
2023-01-05 16:00:00,8.4,93,0.0,4751.42367306529
2023-01-05 17:00:00,6.9,96,0.0,5198.638231432671
2023-01-05 18:00:00,5.6,97,0.0,4853.216508910127
2023-01-05 19:00:00,4.9,99,0.0,4866.4506858269715
2023-01-05 20:00:00,4.8,100,0.0,4644.292914418496
2023-01-05 21:00:00,4.9,99,0.0,4287.286689966778
2023-01-05 22:00:00,5.0,99,0.0,4485.734958055451
2023-01-05 23:00:00,5.0,99,0.0,4347.18115277751
2023-01-06 00:00:00,6.4,97,0.0,4038.9055388717607
2023-01-06 01:00:00,6.9,97,0.0,3712.9478992273966
2023-01-06 02:00:00,7.1,93,0.0,4101.099478597321
2023-01-06 03:00:00,7.4,91,14.4,3750.3746100443673
2023-01-06 04:00:00,7.9,86,34.6,4121.095797577594
2023-01-06 05:00:00,9.3,80,221.3,4307.595144075526
2023-01-06 06:00:00,10.6,76,311.4,3828.9323291080777
2023-01-06 07:00:00,12.1,73,552.9,3888.4947676946726
2023-01-06 08:00:00,13.1,71,604.1,4062.316757418525
2023-01-06 09:00:00,13.9,67,608.9,4058.728844636577
2023-01-06 10:00:00,14.1,66,530.9,4011.992310205397
2023-01-06 11:00:00,13.6,67,352.5,4379.126681144292
2023-01-06 12:00:00,10.6,82,62.2,4618.167220818765
2023-01-06 13:00:00,8.3,90,0.0,5204.091512743526
2023-01-06 14:00:00,8.4,91,0.0,4897.295829466617
2023-01-06 15:00:00,8.0,91,0.0,5212.896283984636
2023-01-06 16:00:00,6.1,94,0.0,5062.769302715535
2023-01-06 17:00:00,6.1,95,0.0,4939.003305217136
2023-01-06 18:00:00,5.3,96,0.0,5066.242007228793
2023-01-06 19:00:00,4.6,98,0.0,4700.516237638937
2023-01-06 20:00:00,4.0,99,0.0,4856.388089474675
2023-01-06 21:00:00,4.4,99,0.0,4765.618306242184
2023-01-06 22:00:00,4.5,99,0.0,4179.732928867491
2023-01-06 23:00:00,4.3,100,0.0,4411.824817000506
2023-01-07 00:00:00,3.8,99,0.0,4505.249936617565
2023-01-07 01:00:00,4.7,97,0.0,4415.341712086548
2023-01-07 02:00:00,5.4,96,0.0,4045.050230048053
2023-01-07 03:00:00,5.9,97,21.7,4056.96135456822
2023-01-07 04:00:00,6.9,93,56.5,4300.387913320396
2023-01-07 05:00:00,8.8,85,115.9,4109.283297509324
2023-01-07 06:00:00,10.8,79,430.2,3984.978333824299
2023-01-07 07:00:00,12.6,73,632.0,3963.4065118861786
2023-01-07 08:00:00,14.2,67,697.5,3841.89757674825
2023-01-07 09:00:00,15.1,64,677.6,4100.523479523388
2023-01-07 10:00:00,15.3,63,600.6,4236.781194022354
2023-01-07 11:00:00,14.7,67,451.5,4176.708363637513
2023-01-07 12:00:00,10.1,85,207.8,5135.035885893048
2023-01-07 13:00:00,8.9,87,0.0,5098.23529722699
2023-01-07 14:00:00,8.6,88,0.0,4820.994139959991
2023-01-07 15:00:00,8.3,88,0.0,5024.480453361307
2023-01-07 16:00:00,7.9,89,0.0,4686.864982973455
2023-01-07 17:00:00,7.4,92,0.0,4851.455621055832
2023-01-07 18:00:00,6.8,94,0.0,4815.3280483186645
2023-01-07 19:00:00,6.4,95,0.0,4390.09316298053
2023-01-07 20:00:00,6.0,97,0.0,4544.947749438222
2023-01-07 21:00:00,5.8,97,0.0,4337.310240814296
2023-01-07 22:00:00,5.8,97,0.0,4271.567227694682
2023-01-07 23:00:00,5.8,98,0.0,4352.856813089897
2023-01-08 00:00:00,5.7,99,0.0,4024.722294607363
2023-01-08 01:00:00,6.0,100,0.0,3914.6402443666952
2023-01-08 02:00:00,6.5,99,0.0,3874.1850168605083
2023-01-08 03:00:00,7.1,99,14.4,3895.443687290403
2023-01-08 04:00:00,8.2,97,47.1,3966.776901553876
2023-01-08 05:00:00,10.0,89,87.8,3915.213741755244
2023-01-08 06:00:00,12.4,80,399.5,3770.123470990859
2023-01-08 07:00:00,14.4,74,640.0,3860.4796753832334
2023-01-08 08:00:00,15.9,69,682.4,3901.9502837816863
2023-01-08 09:00:00,16.8,66,678.3,4283.7155365228355
2023-01-08 10:00:00,17.1,64,601.6,4153.121798041858
2023-01-08 11:00:00,16.5,69,444.2,4680.766036019698
2023-01-08 12:00:00,11.8,88,213.1,4699.596409149836
2023-01-08 13:00:00,10.7,88,0.0,4606.555595629972
2023-01-08 14:00:00,11.1,86,0.0,4435.498964820272
2023-01-08 15:00:00,9.4,91,0.0,4807.346521519238
2023-01-08 16:00:00,11.2,88,0.0,4255.38984376488
2023-01-08 17:00:00,11.1,88,0.0,4217.467826697718
2023-01-08 18:00:00,11.2,87,0.0,3959.89490524979
2023-01-08 19:00:00,10.8,87,0.0,3729.4248332918705
2023-01-08 20:00:00,8.2,93,0.0,3851.323100255731
2023-01-08 21:00:00,6.0,99,0.0,4007.528821399456
2023-01-08 22:00:00,5.7,100,0.0,4101.73294617019
2023-01-08 23:00:00,6.6,100,0.0,4036.426464899477
2023-01-09 00:00:00,6.6,99,0.0,3912.821368401742
2023-01-09 01:00:00,6.6,99,0.0,3721.1058289441585
2023-01-09 02:00:00,6.6,98,0.0,4013.8641226323375
2023-01-09 03:00:00,7.4,98,0.0,4018.449876422535
2023-01-09 04:00:00,8.7,96,31.3,3756.6957897729767
2023-01-09 05:00:00,10.7,91,57.8,3778.392097870973
2023-01-09 06:00:00,12.6,88,164.4,3713.1153521465158
2023-01-09 07:00:00,15.3,78,561.5,3535.6096914074233
2023-01-09 08:00:00,16.8,70,542.2,3953.6681040522426
2023-01-09 09:00:00,17.2,66,269.8,4149.803103904474
2023-01-09 10:00:00,17.4,65,211.0,4355.278009503842
2023-01-09 11:00:00,16.9,70,110.1,4430.81096883649
2023-01-09 12:00:00,13.8,86,30.1,4170.796665305582
2023-01-09 13:00:00,13.4,85,0.0,4247.9230907056535
2023-01-09 14:00:00,13.0,87,0.0,4428.416562401597
2023-01-09 15:00:00,12.2,89,0.0,4396.366891562859
2023-01-09 16:00:00,12.5,89,0.0,4193.662138831989
2023-01-09 17:00:00,10.5,95,0.0,4777.740076613722
2023-01-09 18:00:00,10.5,95,0.0,4078.4086935374717
2023-01-09 19:00:00,9.6,96,0.0,4099.346096967956
2023-01-09 20:00:00,9.4,97,0.0,3912.390498807503
2023-01-09 21:00:00,9.4,97,0.0,3701.3134970301544
2023-01-09 22:00:00,9.5,97,0.0,3412.5072417198435
2023-01-09 23:00:00,8.8,98,0.0,3612.895554649098
2023-01-10 00:00:00,7.5,99,0.0,3591.5575763809607
2023-01-10 01:00:00,7.6,99,0.0,3680.461872461427
2023-01-10 02:00:00,7.6,98,0.0,3723.100469301766
2023-01-10 03:00:00,8.3,96,14.4,3806.907683075705
2023-01-10 04:00:00,9.2,95,40.7,4150.190879799759
2023-01-10 05:00:00,10.7,95,34.2,3475.2435530903813
2023-01-10 06:00:00,12.9,88,106.4,3772.4735961853903
2023-01-10 07:00:00,15.5,78,561.5,3465.147855403569
2023-01-10 08:00:00,17.2,71,684.2,3829.210220131585
2023-01-10 09:00:00,18.1,67,677.8,4229.028014494343
2023-01-10 10:00:00,18.4,66,603.3,4202.462325891871
2023-01-10 11:00:00,17.8,69,458.7,4111.078944341859
2023-01-10 12:00:00,14.0,85,223.2,4252.7044436110045
2023-01-10 13:00:00,12.1,89,0.0,4641.064514424528
2023-01-10 14:00:00,11.4,91,0.0,4443.823008970408
2023-01-10 15:00:00,11.3,91,0.0,4472.811051906185
2023-01-10 16:00:00,10.7,92,0.0,4369.224344046732
2023-01-10 17:00:00,10.4,93,0.0,4117.488918927519
2023-01-10 18:00:00,9.9,95,0.0,4408.742197045801
2023-01-10 19:00:00,9.5,96,0.0,4040.650568709131
2023-01-10 20:00:00,8.8,97,0.0,3568.0194446077217
2023-01-10 21:00:00,8.7,97,0.0,3751.5571274693234
2023-01-10 22:00:00,8.4,98,0.0,3550.3008488313276
2023-01-10 23:00:00,8.4,99,0.0,3697.5134807623153
2023-01-11 00:00:00,7.6,99,0.0,3569.8472137387776
2023-01-11 01:00:00,7.7,100,0.0,3680.1192761000843
2023-01-11 02:00:00,8.0,99,0.0,3797.6484671022854
2023-01-11 03:00:00,8.6,98,28.8,3871.0471956891174
2023-01-11 04:00:00,9.5,97,34.4,3572.57349038508
2023-01-11 05:00:00,11.6,90,102.3,3575.5990185152277
2023-01-11 06:00:00,14.3,82,384.6,3465.1738902298634
2023-01-11 07:00:00,16.7,71,620.3,3609.05585119596
2023-01-11 08:00:00,18.4,61,673.8,4164.818136042165
2023-01-11 09:00:00,19.4,56,611.8,4126.432681593381
2023-01-11 10:00:00,19.7,54,438.5,4003.6877298772943
2023-01-11 11:00:00,18.9,64,311.5,4410.419953089471
2023-01-11 12:00:00,14.8,76,198.6,4624.627096282465
2023-01-11 13:00:00,13.6,81,0.0,4523.712024006059
2023-01-11 14:00:00,12.8,85,0.0,4145.85833517185
2023-01-11 15:00:00,12.3,87,0.0,4234.074441964964
2023-01-11 16:00:00,11.7,90,0.0,4409.242466711092
2023-01-11 17:00:00,11.4,93,0.0,3961.4624969396273
2023-01-11 18:00:00,11.5,93,0.0,3913.187243251222
2023-01-11 19:00:00,12.0,89,0.0,3688.4720752371486
2023-01-11 20:00:00,11.3,92,0.0,3335.617267782938
2023-01-11 21:00:00,11.0,91,0.0,3343.250042023632
2023-01-11 22:00:00,11.2,88,0.0,2709.898837525847
2023-01-11 23:00:00,11.3,87,0.0,2948.258031288252
2023-01-12 00:00:00,10.5,91,0.0,3154.8898942245223
2023-01-12 01:00:00,10.2,91,0.0,3079.4645884633405
2023-01-12 02:00:00,9.8,92,0.0,3655.3727767117252
2023-01-12 03:00:00,11.5,85,186.8,3066.4076973859546
2023-01-12 04:00:00,14.1,77,368.0,3085.7648288332184
2023-01-12 05:00:00,16.4,69,399.6,3312.555850510897
2023-01-12 06:00:00,18.2,63,623.1,3716.1909933599172
2023-01-12 07:00:00,19.1,63,585.1,3491.675913405101
2023-01-12 08:00:00,19.7,64,638.0,4074.474562823244
2023-01-12 09:00:00,20.1,64,565.5,4067.220384102176
2023-01-12 10:00:00,19.8,65,470.0,4045.5940253703584
2023-01-12 11:00:00,19.0,67,314.9,4342.056182170745
2023-01-12 12:00:00,17.0,77,130.9,4329.85895433602
2023-01-12 13:00:00,15.9,81,0.0,4182.7081294574355
2023-01-12 14:00:00,15.1,85,0.0,4203.290635776054
2023-01-12 15:00:00,14.5,87,0.0,4030.62413391763
2023-01-12 16:00:00,13.9,89,0.0,3985.5923695924566
2023-01-12 17:00:00,13.1,92,0.0,3953.7438899155527
2023-01-12 18:00:00,12.6,92,0.0,3942.2865668014183
2023-01-12 19:00:00,12.0,92,0.0,3386.604642398721
2023-01-12 20:00:00,11.6,92,0.0,3752.784446171827
2023-01-12 21:00:00,11.3,92,0.0,3016.158243642037
2023-01-12 22:00:00,10.8,94,0.0,3231.8163189895295
2023-01-12 23:00:00,10.6,94,0.0,3293.019697819113
2023-01-13 00:00:00,11.1,94,0.0,3145.461296662142
2023-01-13 01:00:00,11.5,92,0.0,2980.468740024944
2023-01-13 02:00:00,11.3,90,0.0,3150.618177938508
2023-01-13 03:00:00,12.3,87,150.6,3101.3885627976006
2023-01-13 04:00:00,13.9,84,276.9,3080.1600542631377
2023-01-13 05:00:00,15.4,80,305.3,3420.385078471137
2023-01-13 06:00:00,16.5,78,436.2,3553.5523228947573
2023-01-13 07:00:00,16.9,81,366.7,3603.1187967929186
2023-01-13 08:00:00,17.2,78,309.9,4034.9399813149876
2023-01-13 09:00:00,17.9,74,346.4,4111.78035308073
2023-01-13 10:00:00,18.6,72,420.4,4314.749640853395
2023-01-13 11:00:00,18.4,73,390.0,4367.184987319796
2023-01-13 12:00:00,16.7,83,187.0,4175.650748361689
2023-01-13 13:00:00,14.6,91,0.0,4205.348981237433
2023-01-13 14:00:00,14.4,93,0.0,4334.261315741854
2023-01-13 15:00:00,13.4,94,0.0,4273.097150425925
2023-01-13 16:00:00,13.0,94,0.0,4055.205710198125
2023-01-13 17:00:00,12.9,94,0.0,3894.1889112075473
2023-01-13 18:00:00,12.5,96,0.0,3908.0547202543457
2023-01-13 19:00:00,12.2,97,0.0,3457.822629569399
2023-01-13 20:00:00,11.7,98,0.0,3501.270401508604
2023-01-13 21:00:00,11.3,98,0.0,3278.6425157053286
2023-01-13 22:00:00,11.1,98,0.0,3177.8400129902534
2023-01-13 23:00:00,10.9,99,0.0,3324.6381508379004
2023-01-14 00:00:00,10.4,98,0.0,3331.986187334579
2023-01-14 01:00:00,10.3,98,0.0,3372.9926308165277
2023-01-14 02:00:00,10.4,96,0.0,3511.175233031973
2023-01-14 03:00:00,10.7,92,114.4,3399.853719356836
2023-01-14 04:00:00,11.7,84,270.0,3521.498740027343
2023-01-14 05:00:00,13.1,75,566.8,3393.773803084344
2023-01-14 06:00:00,14.6,69,723.1,3565.26042910899
2023-01-14 07:00:00,15.9,61,734.1,3687.533777926864
2023-01-14 08:00:00,16.7,53,740.2,3914.5493947489076
2023-01-14 09:00:00,17.0,48,710.2,4154.958978764775
2023-01-14 10:00:00,16.7,46,639.4,4070.0872205425303
2023-01-14 11:00:00,15.8,49,497.7,4586.598752384074
2023-01-14 12:00:00,13.3,59,263.2,4275.216166772555
2023-01-14 13:00:00,11.6,63,0.0,4423.441809086482
2023-01-14 14:00:00,10.6,63,0.0,4844.049731930242
2023-01-14 15:00:00,9.6,62,0.0,4820.501316066561
2023-01-14 16:00:00,8.9,66,0.0,4748.037670616791
2023-01-14 17:00:00,8.4,70,0.0,4643.696204045795
2023-01-14 18:00:00,8.0,74,0.0,4412.88368235573
2023-01-14 19:00:00,7.5,79,0.0,4165.837966756705
2023-01-14 20:00:00,7.0,84,0.0,4214.121104526213
2023-01-14 21:00:00,6.6,87,0.0,4013.4476251061565
2023-01-14 22:00:00,6.3,89,0.0,4193.60902052531
2023-01-14 23:00:00,6.1,90,0.0,3985.4580283093946
2023-01-15 00:00:00,6.0,84,0.0,3876.6167505326966
2023-01-15 01:00:00,5.7,81,0.0,4040.58197472859
2023-01-15 02:00:00,5.5,80,0.0,4271.817782774987
2023-01-15 03:00:00,6.8,77,271.0,3991.2946035977197
2023-01-15 04:00:00,8.9,69,513.7,3731.086638724003
2023-01-15 05:00:00,11.2,59,660.0,3718.4071072055285
2023-01-15 06:00:00,13.1,51,738.1,3684.114038321687
2023-01-15 07:00:00,14.5,43,770.9,3653.749508274003
2023-01-15 08:00:00,15.1,40,770.2,3829.3442541572517
2023-01-15 09:00:00,15.3,40,737.7,4100.4929155528835
2023-01-15 10:00:00,15.1,39,660.7,3975.6076718029526
2023-01-15 11:00:00,14.5,41,517.6,4084.3568433724267
2023-01-15 12:00:00,11.6,53,281.3,4525.0628067855205
2023-01-15 13:00:00,9.7,61,0.0,4860.360766914517
2023-01-15 14:00:00,9.0,64,0.0,4976.61856185577
2023-01-15 15:00:00,8.3,66,0.0,5147.300844608666
2023-01-15 16:00:00,7.9,67,0.0,4961.716176987856
2023-01-15 17:00:00,7.4,65,0.0,4709.40215099995
2023-01-15 18:00:00,6.9,65,0.0,4619.244247292459
2023-01-15 19:00:00,6.3,66,0.0,4382.726742762511
2023-01-15 20:00:00,5.7,68,0.0,4458.753541608935
2023-01-15 21:00:00,5.1,71,0.0,4377.090076524606
2023-01-15 22:00:00,4.7,73,0.0,4426.396403374368
2023-01-15 23:00:00,4.2,75,0.0,4281.764220244333
2023-01-16 00:00:00,4.2,79,0.0,4456.491499944612
2023-01-16 01:00:00,3.9,80,0.0,4701.398845700654
2023-01-16 02:00:00,3.7,80,0.0,4579.25087161435
2023-01-16 03:00:00,5.7,73,263.0,4356.101845373397
2023-01-16 04:00:00,8.5,66,505.9,4028.096192901717
2023-01-16 05:00:00,11.0,59,651.7,3650.625963517248
2023-01-16 06:00:00,13.1,53,727.1,3680.9829249269415
2023-01-16 07:00:00,14.6,47,760.3,3725.5795724350096
2023-01-16 08:00:00,15.3,44,760.9,3914.6514147823245
2023-01-16 09:00:00,15.5,43,727.3,3949.7339573709182
2023-01-16 10:00:00,15.4,44,652.4,4196.496849166393
2023-01-16 11:00:00,14.8,47,512.9,4353.744071448641
2023-01-16 12:00:00,12.2,59,275.6,4771.285115146047
2023-01-16 13:00:00,10.7,63,0.0,4879.019853005196
2023-01-16 14:00:00,9.9,64,0.0,5102.948275301287
2023-01-16 15:00:00,9.2,65,0.0,4653.5753853147635
2023-01-16 16:00:00,8.5,67,0.0,4855.422689653152
2023-01-16 17:00:00,7.8,67,0.0,4686.073960891052
2023-01-16 18:00:00,6.8,71,0.0,4970.009151450205
2023-01-16 19:00:00,6.0,74,0.0,4472.141351166284
2023-01-16 20:00:00,5.7,75,0.0,4335.572235680677
2023-01-16 21:00:00,5.1,76,0.0,4330.4799755460235
2023-01-16 22:00:00,4.6,79,0.0,4080.796439512025
2023-01-16 23:00:00,4.2,80,0.0,4326.985608525068
2023-01-17 00:00:00,4.0,84,0.0,4308.399200051002
2023-01-17 01:00:00,3.8,85,0.0,4516.0859244204785
2023-01-17 02:00:00,3.6,86,0.0,4669.024421976251
2023-01-17 03:00:00,5.6,78,276.3,4597.81085456044
2023-01-17 04:00:00,8.6,69,516.4,4049.4329172407447
2023-01-17 05:00:00,11.3,61,660.1,3581.066054088273
2023-01-17 06:00:00,13.6,52,735.0,3461.339373189879
2023-01-17 07:00:00,15.1,45,766.9,3780.8431118079925
2023-01-17 08:00:00,16.0,40,767.1,3701.965018946904
2023-01-17 09:00:00,16.4,37,734.0,4340.404239827391
2023-01-17 10:00:00,16.2,36,660.8,4369.736341135745
2023-01-17 11:00:00,15.5,39,517.3,4202.3643132155485
2023-01-17 12:00:00,12.6,51,283.6,4247.413865015985
2023-01-17 13:00:00,11.0,56,0.0,4893.685787538207
2023-01-17 14:00:00,9.5,60,0.0,4828.257297683104
2023-01-17 15:00:00,8.3,65,0.0,5111.669858862252
2023-01-17 16:00:00,7.2,69,0.0,4725.183963256773
2023-01-17 17:00:00,6.4,70,0.0,4837.399729454254
2023-01-17 18:00:00,5.7,73,0.0,4862.317066965521
2023-01-17 19:00:00,5.0,76,0.0,4807.123711888443
2023-01-17 20:00:00,4.6,77,0.0,4624.691300464161
2023-01-17 21:00:00,4.3,79,0.0,4684.612464154801
2023-01-17 22:00:00,3.8,81,0.0,4413.3041300453615
2023-01-17 23:00:00,3.6,81,0.0,4516.483764852779
2023-01-18 00:00:00,3.6,85,0.0,4528.625693394013
2023-01-18 01:00:00,3.2,86,0.0,4704.567177527501
2023-01-18 02:00:00,3.6,83,0.0,4724.50325732301
2023-01-18 03:00:00,6.1,74,268.1,4045.875557841052
2023-01-18 04:00:00,9.5,66,505.3,3522.5008258331027
2023-01-18 05:00:00,12.3,56,647.4,3725.6204151484235
2023-01-18 06:00:00,14.3,48,722.2,3586.2627887009457
2023-01-18 07:00:00,15.6,42,754.8,3594.7822555985335
2023-01-18 08:00:00,16.3,40,754.6,4132.672796328378
2023-01-18 09:00:00,16.6,40,720.3,4083.0366200931667
2023-01-18 10:00:00,16.5,40,646.4,4369.7149006371255
2023-01-18 11:00:00,15.9,43,506.6,4282.868433242771
2023-01-18 12:00:00,13.1,54,271.5,4756.481241387676
2023-01-18 13:00:00,11.6,57,0.0,4868.871227371122
2023-01-18 14:00:00,10.2,63,0.0,4694.848427545013
2023-01-18 15:00:00,8.7,71,0.0,5000.695472795538
2023-01-18 16:00:00,8.0,73,0.0,4911.5270907205395
2023-01-18 17:00:00,6.9,77,0.0,5034.446648189731
2023-01-18 18:00:00,7.8,70,0.0,4306.778904861267
2023-01-18 19:00:00,6.7,75,0.0,4556.928300141877
2023-01-18 20:00:00,7.0,73,0.0,4361.514093824591
2023-01-18 21:00:00,7.0,72,0.0,3773.2540728844488
2023-01-18 22:00:00,6.4,75,0.0,3849.9416468878862
2023-01-18 23:00:00,7.8,69,0.0,3372.8919362530123
2023-01-19 00:00:00,8.3,71,0.0,3519.900961950311
2023-01-19 01:00:00,8.2,73,0.0,3713.232835304131
2023-01-19 02:00:00,8.2,75,0.0,3910.875392752845
2023-01-19 03:00:00,9.1,78,189.7,3665.447974240854
2023-01-19 04:00:00,11.7,70,463.6,3663.498126168792
2023-01-19 05:00:00,14.0,61,597.2,3145.9295451857497
2023-01-19 06:00:00,15.9,52,646.6,3244.4926340967268
2023-01-19 07:00:00,16.9,48,536.8,3698.7230812475236
2023-01-19 08:00:00,17.9,44,734.4,3957.609817340896
2023-01-19 09:00:00,18.4,42,691.4,4060.781212735124
2023-01-19 10:00:00,18.3,43,538.0,3882.7040080215697
2023-01-19 11:00:00,17.6,44,428.2,4259.372655104336
2023-01-19 12:00:00,15.1,61,175.3,4104.329574924272
